ID,enhancer_id,Group,Pseudo-barcode
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.242573,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,7,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_7
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.1597611,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,7,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_7
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.361294,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,6,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_6
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.1402474,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,6,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_6
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.778927,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,6,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_6
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.200938,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,5,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_5
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.1366535,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,5,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_5
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.381093,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,5,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_5
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.714513,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,4,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_4
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.401243,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,4,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_4
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.1003949,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,4,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_4
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.1143895,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,3,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_3
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.11503,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,3,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_3
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.1078226,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,3,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_3
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.1289460,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,2,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_2
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.86333,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,2,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_2
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.512329,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,2,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_2
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.1118277,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,1,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_1
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.1046881,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,1,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_1
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.29902,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,1,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_1
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.1355482,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,1,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_1
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.82166,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,10,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_10
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.54188,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,10,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_10
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.341323,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,10,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_10
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.488396,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,9,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_9
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.622869,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,9,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_9
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.1510314,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,9,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_9
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.305092,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,8,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_8
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.1221636,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,8,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_8
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.1573583,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,8,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_8
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.527270,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,7,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_7
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.1131446,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,7,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_7
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.1566613,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,7,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_7
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.709950,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,6,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_6
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.824307,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,6,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_6
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.334816,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,6,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_6
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.471522,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,5,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_5
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.1220186,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,5,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_5
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.714193,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,5,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_5
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.909995,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,4,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_4
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.768059,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,4,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_4
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.176631,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,4,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_4
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.1381923,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,3,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_3
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.1448631,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,3,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_3
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.480450,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,3,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_3
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.1206434,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,2,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_2
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.1190723,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,2,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_2
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.1289374,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,2,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_2
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.1542846,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,1,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_1
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.834677,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,1,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_1
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.1130353,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,1,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_1
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655#free16-1.569506,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,1,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_1
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.632650,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,10,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_10
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.307936,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,10,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_10
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.371555,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,10,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_10
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.544601,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,10,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_10
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.737719,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,9,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_9
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.790489,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,9,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_9
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.1573462,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,9,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_9
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.1147228,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,8,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_8
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.819501,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,8,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_8
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.446252,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,8,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_8
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.689826,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,7,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_7
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.198506,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,7,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_7
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.488177,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,7,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_7
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.778990,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,6,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_6
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.792365,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,6,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_6
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.1610366,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,6,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_6
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.11367,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,5,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_5
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.1112957,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,5,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_5
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.1541398,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,5,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_5
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.950851,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,4,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_4
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.1590775,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,4,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_4
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.295793,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,4,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_4
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.317673,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,3,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_3
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.1280684,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,3,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_3
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.777796,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,3,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_3
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.626068,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,2,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_2
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.82016,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,2,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_2
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.4497,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,2,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_2
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.1340922,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,1,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_1
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.701301,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,1,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_1
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.1282685,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,1,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_1
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940#free16-1.1110075,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,1,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_1
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.354559,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,10,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_10
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.85231,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,10,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_10
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.239377,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,10,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_10
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.853079,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,10,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_10
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.887591,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,9,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_9
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.1439854,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,9,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_9
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.1348694,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,9,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_9
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.226406,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,8,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_8
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.1614940,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,8,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_8
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.441841,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,8,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_8
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.237540,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,7,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_7
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.863823,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,7,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_7
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.212477,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,7,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_7
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.859559,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,6,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_6
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.390223,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,6,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_6
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.266434,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,6,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_6
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.1596551,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,5,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_5
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.408224,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,5,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_5
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.442028,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,5,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_5
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.1032642,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,4,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_4
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.1042188,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,4,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_4
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.1183704,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,4,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_4
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.478735,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,3,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_3
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.56844,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,3,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_3
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.83080,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,3,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_3
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.1026377,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,2,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_2
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.1295896,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,2,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_2
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.1584902,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,2,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_2
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.1125973,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,1,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_1
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.737430,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,1,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_1
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.384663,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,1,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_1
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915#free16-1.219694,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,1,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_1
ARP.Control.Nguyen_neg_T03000001061#free16-1.429311,ARP.Control.Nguyen_neg_T03000001061,10,ARP.Control.Nguyen_neg_T03000001061_Group_10
ARP.Control.Nguyen_neg_T03000001061#free16-1.1079326,ARP.Control.Nguyen_neg_T03000001061,10,ARP.Control.Nguyen_neg_T03000001061_Group_10
ARP.Control.Nguyen_neg_T03000001061#free16-1.1126117,ARP.Control.Nguyen_neg_T03000001061,10,ARP.Control.Nguyen_neg_T03000001061_Group_10
ARP.Control.Nguyen_neg_T03000001061#free16-1.211294,ARP.Control.Nguyen_neg_T03000001061,10,ARP.Control.Nguyen_neg_T03000001061_Group_10
